ax,ay,az,aigx,aigy,aigz,rralpha,rrbeta,rrgamma
0.9183567824241539,0.40114124174521953,0.8350274168965798,0.7197467018686605,0.49206760600906274,0.8701331750989864,16.243199768840885,18.913896582034504,17.571580284037637
0.4175469072930595,0.44777002936534077,0.8533136886973754,0.5220118657570243,0.7033915577641948,0.9146571180772216,16.966137490145975,12.354724813850916,16.085108188278333
0.5143491016332842,0.31107468799311755,0.7680057762088853,0.45084037610655897,0.36505254429265027,0.7618364224682116,12.484969087832539,10.752019958931479,17.52337100314126
0.5279521067930143,0.2807013075696292,0.7958873557468505,0.4812659968469916,0.33365209853768946,0.8097267700428613,12.30822394614528,10.502009334336298,18.272161358548992
0.5985566644767185,0.3849289350210126,0.8708972115915565,0.5403365711503734,0.40802037036246147,0.8692420213844774,9.763804490013628,9.687092220376654,12.538041145776306
0.4324925872692023,0.46307041225805123,0.4986954112739719,0.670542685566515,0.43696369138929364,0.5127274539280257,8.41292556762516,13.312793724317482,20.112141092608507
0.4453241535763037,0.5074644787129022,0.9149730807348423,0.5008738678282314,0.5303927962153123,0.9058396200571925,14.20406578041702,12.80097204151627,16.197966219368375
0.4848846813692515,0.4421327752218814,0.8512574638726488,0.5206148100323015,0.4575096209503856,0.8430751716159265,13.941735631020025,11.103471083887367,14.130875258103037
0.3903249580931944,0.39412156754689803,0.8960177529439254,0.35494505080939864,0.35568550332207666,0.9037204681095438,14.190235465075824,9.083846940966465,14.192882229596494
0.4704884228474451,0.4695924064199814,0.8900233188202383,0.47535576381808015,0.4375634120597375,0.9224701916267706,14.16086427609228,14.569107803932928,19.830746576944875
0.3039736267206029,0.8074793942573965,0.8599038402074859,0.36223879251193347,0.7969744169503779,0.9064198015329076,13.112507796365264,19.167380189017383,18.940128644915724
0.6750301708419522,0.8719402249228827,0.5633494741387908,0.5308368841657535,0.5877074791478785,0.514478399174713,10.011599730772673,19.440709261846635,31.935459358533468
0.6056929874685848,0.3123799095606202,0.605299407531321,0.578702647146874,0.365116904201365,0.6242896091248303,11.203764870349602,8.214374074237059,8.204868286857083
0.5126186511181454,0.4237030931163987,0.6760081219697857,0.5068431868809727,0.32483180681127716,0.6750866600977679,13.925354656313056,11.568966262306212,15.66164493539639
0.37095665401808653,0.37802369396656454,0.6599939595799504,0.38716390968009934,0.41712663958212415,0.6419612498587605,9.074292479326669,9.238780836075147,12.295310793633526
0.4294588694970665,0.3887524293696213,0.8660688797062392,0.4618689813953573,0.45629595704178255,0.8763172099108973,14.301819564774041,12.566359505888602,12.121920216508757
