ax,ay,az,aigx,aigy,aigz,rralpha,rrbeta,rrgamma
0.18392039080679592,0.11900856725932892,0.14767007037936547,0.32332137898941915,0.34474770444798664,0.17914078263046393,1.6759191983664388,3.1433569329482167,6.555874504458508
0.177220238269074,0.1180760834302436,0.15510740029103187,0.2197687840301973,0.1327762270247369,0.17907903688003568,2.4228641341998105,2.7400556284230753,2.7399609367858266
0.09528893354775624,0.04491258764358703,0.10065819737593913,0.1540424789252538,0.04537185186134378,0.10142538638630762,1.0365285412534782,1.915815107837017,1.1900775124949974
0.0672693378629726,0.03137943814075759,0.08556255573283278,0.08471206803452656,0.03549459396294484,0.09398180030275065,1.0089711222679294,1.0642768342641995,0.9513202852571483
0.048017504736985725,0.026209440331084206,0.06393587221134044,0.06028632356220839,0.02855182045584106,0.06674178237183057,0.6420942994342901,0.7231822774211921,0.6289335660696744
0.052127187982675786,0.029512423690888634,0.08860568138320055,0.05471785427550575,0.0300158044339496,0.08965314751069177,0.7415874354661934,0.8189736015171977,0.6050811332517341
0.0761573078501915,0.058983573439356105,0.1413885677053831,0.07954160906720151,0.05706094040505072,0.14702808183967292,1.3602126493757647,1.63600710623133,1.2326751513239311
0.07883595093019094,0.05337229323353422,0.15799467815741441,0.11701335735494796,0.06729468054761015,0.18608349793644063,1.5292370156076154,1.8960436238049854,1.1067127880667724
0.07838591493385136,0.04142497997936767,0.1183438583448122,0.08839903695009634,0.04097068460317915,0.12090247197847007,0.9757895479831071,1.2012823906201027,1.314373718990544
0.07203116421045015,0.04272822945899295,0.16521105006454484,0.07599786261032213,0.04790862986218353,0.17419588496647506,1.4564922164910885,1.5113968724860891,1.188833935621545
0.060757249327942735,0.03918134277171754,0.1010140718282097,0.09335892457688803,0.04000191041786598,0.1056239435706122,1.0445469258021658,1.1138987395057365,0.9361807912866369
0.0414291494337811,0.03134680834770911,0.09899974027010565,0.04518464155037346,0.031805813208064374,0.10155599532385973,0.9134734752730018,1.2493441389084667,0.6034633343110724
0.05571783290982887,0.0418192402973063,0.08950168395364518,0.05761852004255141,0.039919823557815745,0.09418532995859745,0.9785504044108785,0.9632760285797638,0.6378252566192811
0.04401526254807489,0.02869506625145148,0.0931527080443941,0.05166250176555151,0.03366339205457239,0.10112506519975706,0.8783034188873502,0.6921293328684394,0.54800688381449
0.05281618695827639,0.03615404491015069,0.07930188822991335,0.05568502580088499,0.0376292771184898,0.08337218729357657,0.7496222628999293,0.7538956817705132,0.6307190603038265
0.04861754283891271,0.03164319211937735,0.07933171606699935,0.05304033901575077,0.032635650526294024,0.08198637887650359,0.9115415192194181,1.0898157815972442,0.5796253642093788
0.04324557797853954,0.030479069898270802,0.09243294734592726,0.04551891579877552,0.03090441715711772,0.09379925680656095,0.7803922996262288,0.8247331837794886,0.5103875369324744
0.038842727893268994,0.026220000198955862,0.06460685036615624,0.03935748278018115,0.026312890186238187,0.06539272181995806,0.5954719544935616,0.5673299107230421,0.3873431994074909
0.04667722575594161,0.029974606294189386,0.11077648021508918,0.05676102608039387,0.04998602564993206,0.12893280232139231,1.265750244352467,1.051831907640628,0.6712805085859814
0.060571358777625435,0.051491242584039976,0.10715854757183042,0.07931206879393887,0.0493156252991228,0.11163578628575696,1.1312790781066466,1.0715615928958093,0.654118731349227
0.04831130532545461,0.03631533847757647,0.0981967608798217,0.05262162938795462,0.03656456223649295,0.1002034619157769,0.8644890446558651,1.1926587399313129,0.8121803878726742
